Datum,Energietraeger,Produktion_GWh
2021-07-18,Photovoltaik,15.0
2021-07-18,Speicherkraft,39.9
2021-07-18,Thermische,9.8
2021-07-18,Wind,0.5
2021-07-19,Flusskraft,77.7
2021-07-19,Kernkraft,40.5
2021-07-19,Photovoltaik,18.2
2021-07-19,Speicherkraft,97.2
2021-07-19,Thermische,9.8
2021-07-19,Wind,0.6
2021-07-20,Flusskraft,75.9
2021-07-20,Kernkraft,40.5
2021-07-20,Photovoltaik,17.9
2021-07-20,Speicherkraft,92.5
2021-07-20,Thermische,9.8
2021-07-20,Wind,0.2
2021-07-21,Flusskraft,73.6
2021-07-21,Kernkraft,40.5
2021-07-21,Photovoltaik,17.8
2021-07-21,Speicherkraft,92.1
2021-07-21,Thermische,9.8
2021-07-21,Wind,0.1
2021-07-22,Flusskraft,74.4
2021-07-22,Kernkraft,40.5
2021-07-22,Photovoltaik,17.1
2021-07-22,Speicherkraft,106.9
2021-07-22,Thermische,9.8
2021-07-22,Wind,0.1
2021-07-23,Flusskraft,73.5
2021-07-23,Kernkraft,40.4
2021-07-23,Photovoltaik,16.8
2021-07-23,Speicherkraft,94.3
2021-07-23,Thermische,9.8
2021-07-23,Wind,0.1
2021-07-24,Flusskraft,72.2
2021-07-24,Kernkraft,40.4
2021-07-24,Photovoltaik,8.8
2021-07-24,Speicherkraft,62.3
2021-07-24,Thermische,9.8
2021-07-24,Wind,0.5
2021-07-25,Flusskraft,81.2
2021-07-25,Kernkraft,40.5
2021-07-25,Photovoltaik,8.7
2021-07-25,Speicherkraft,46.1
2021-07-25,Thermische,9.8
2021-07-25,Wind,0.2
2021-07-26,Flusskraft,83.1
2021-07-26,Kernkraft,40.6
2021-07-26,Photovoltaik,10.2
2021-07-26,Speicherkraft,90.7
2021-07-26,Thermische,9.8
2021-07-26,Wind,0.1
2021-07-27,Flusskraft,84.0
2021-07-27,Kernkraft,40.6
2021-07-27,Photovoltaik,12.3
2021-07-27,Speicherkraft,106.4
2021-07-27,Thermische,9.8
2021-07-27,Wind,0.1
2021-07-28,Flusskraft,88.9
2021-07-28,Kernkraft,40.5
2021-07-28,Photovoltaik,8.9
2021-07-28,Speicherkraft,77.6
2021-07-28,Thermische,9.8
2021-07-28,Wind,0.3
2021-07-29,Flusskraft,79.8
2021-07-29,Kernkraft,40.6
2021-07-29,Photovoltaik,16.0
2021-07-29,Speicherkraft,69.0
2021-07-29,Thermische,9.8
2021-07-29,Wind,0.2
2021-07-30,Flusskraft,74.7
2021-07-30,Kernkraft,40.4
2021-07-30,Photovoltaik,12.3
2021-07-30,Speicherkraft,75.3
2021-07-30,Thermische,9.8
2021-07-30,Wind,0.3
2021-07-31,Flusskraft,78.7
2021-07-31,Kernkraft,40.6
2021-07-31,Photovoltaik,10.1
2021-07-31,Speicherkraft,47.2
2021-07-31,Thermische,9.8
2021-07-31,Wind,0.2
2021-08-01,Flusskraft,105.2
2021-08-01,Kernkraft,40.6
2021-08-01,Photovoltaik,15.1
2021-08-01,Speicherkraft,22.5
2021-08-01,Thermische,9.5
2021-08-01,Wind,0.3
2021-08-02,Flusskraft,86.9
2021-08-02,Kernkraft,40.7
2021-08-02,Photovoltaik,11.8
2021-08-02,Speicherkraft,75.5
2021-08-02,Thermische,9.5
2021-08-02,Wind,0.1
2021-08-03,Flusskraft,79.3
2021-08-03,Kernkraft,40.7
2021-08-03,Photovoltaik,14.2
2021-08-03,Speicherkraft,111.6
2021-08-03,Thermische,9.5
2021-08-03,Wind,0.4
2021-08-04,Flusskraft,85.1
2021-08-04,Kernkraft,40.7
2021-08-04,Photovoltaik,14.1
2021-08-04,Speicherkraft,105.2
2021-08-04,Thermische,9.5
2021-08-04,Wind,0.1
2021-08-05,Flusskraft,84.0
2021-08-05,Kernkraft,40.7
2021-08-05,Photovoltaik,13.9
2021-08-05,Speicherkraft,89.3
2021-08-05,Thermische,9.5
2021-08-05,Wind,0.4
2021-08-06,Flusskraft,74.6
2021-08-06,Kernkraft,35.6
2021-08-06,Photovoltaik,12.8
2021-08-06,Speicherkraft,64.7
2021-08-06,Thermische,9.5
2021-08-06,Wind,0.6
2021-08-07,Flusskraft,92.4
2021-08-07,Kernkraft,32.2
2021-08-07,Photovoltaik,13.4
2021-08-07,Speicherkraft,35.3
2021-08-07,Thermische,9.5
2021-08-07,Wind,0.5
2021-08-08,Flusskraft,94.9
2021-08-08,Kernkraft,32.2
2021-08-08,Photovoltaik,15.1
2021-08-08,Speicherkraft,19.2
2021-08-08,Thermische,9.5
2021-08-08,Wind,0.5
2021-08-09,Flusskraft,81.1
2021-08-09,Kernkraft,32.2
2021-08-09,Photovoltaik,11.8
2021-08-09,Speicherkraft,74.4
2021-08-09,Thermische,9.5
2021-08-09,Wind,0.2
2021-08-10,Flusskraft,79.2
2021-08-10,Kernkraft,32.0
2021-08-10,Photovoltaik,14.2
2021-08-10,Speicherkraft,106.0
2021-08-10,Thermische,9.5
2021-08-10,Wind,0.2
2021-08-11,Flusskraft,79.1
2021-08-11,Kernkraft,31.9
2021-08-11,Photovoltaik,14.1
2021-08-11,Speicherkraft,116.2
2021-08-11,Thermische,9.5
2021-08-11,Wind,0.1
2021-08-12,Flusskraft,77.7
2021-08-12,Kernkraft,31.8
2021-08-12,Photovoltaik,13.9
2021-08-12,Speicherkraft,106.1
2021-08-12,Thermische,9.5
2021-08-12,Wind,0.2
2021-08-13,Flusskraft,79.5
2021-08-13,Kernkraft,31.6
2021-08-13,Photovoltaik,12.8
2021-08-13,Speicherkraft,102.3
2021-08-13,Thermische,9.5
2021-08-13,Wind,0.2
2021-08-14,Flusskraft,73.9
2021-08-14,Kernkraft,31.7
2021-08-14,Photovoltaik,13.4
2021-08-14,Speicherkraft,64.2
2021-08-14,Thermische,9.5
2021-08-14,Wind,0.1
2021-08-15,Flusskraft,69.9
2021-08-15,Kernkraft,31.6
2021-08-15,Photovoltaik,11.3
2021-08-15,Speicherkraft,41.8
2021-08-15,Thermische,9.5
2021-08-15,Wind,0.3
2021-08-16,Flusskraft,73.3
2021-08-16,Kernkraft,31.9
2021-08-16,Photovoltaik,6.3
2021-08-16,Speicherkraft,48.9
2021-08-16,Thermische,9.5
2021-08-16,Wind,0.8
2021-08-17,Flusskraft,66.8
2021-08-17,Kernkraft,32.1
2021-08-17,Photovoltaik,11.3
2021-08-17,Speicherkraft,49.9
2021-08-17,Thermische,9.5
2021-08-17,Wind,0.4
2021-08-18,Flusskraft,61.7
2021-08-18,Kernkraft,32.2
2021-08-18,Photovoltaik,11.7
2021-08-18,Speicherkraft,63.1
2021-08-18,Thermische,9.5
2021-08-18,Wind,0.2
2021-08-19,Flusskraft,63.0
2021-08-19,Kernkraft,32.1
2021-08-19,Photovoltaik,9.6
2021-08-19,Speicherkraft,98.9
2021-08-19,Thermische,9.5
2021-08-19,Wind,0.1
2021-08-20,Flusskraft,63.6
2021-08-20,Kernkraft,32.1
2021-08-20,Photovoltaik,12.8
2021-08-20,Speicherkraft,107.8
2021-08-20,Thermische,9.5
2021-08-20,Wind,0.1
2021-08-21,Flusskraft,60.8
2021-08-21,Kernkraft,31.9
2021-08-21,Photovoltaik,13.3
2021-08-21,Speicherkraft,77.2
2021-08-21,Thermische,9.5
2021-08-21,Wind,0.2
2021-08-22,Flusskraft,59.3
2021-08-22,Kernkraft,31.9
2021-08-22,Photovoltaik,6.6
2021-08-22,Speicherkraft,37.4
2021-08-22,Thermische,9.5
2021-08-22,Wind,0.4
2021-08-23,Flusskraft,65.8
2021-08-23,Kernkraft,32.1
2021-08-23,Photovoltaik,11.3
2021-08-23,Speicherkraft,87.2
2021-08-23,Thermische,9.5
2021-08-23,Wind,0.2
2021-08-24,Flusskraft,61.5
2021-08-24,Kernkraft,32.1
2021-08-24,Photovoltaik,9.1
2021-08-24,Speicherkraft,87.8
2021-08-24,Thermische,9.5
2021-08-24,Wind,0.6
2021-08-25,Flusskraft,57.7
2021-08-25,Kernkraft,32.1
2021-08-25,Photovoltaik,8.1
2021-08-25,Speicherkraft,75.0
2021-08-25,Thermische,9.5
2021-08-25,Wind,0.4
2021-08-26,Flusskraft,56.1
2021-08-26,Kernkraft,32.2
2021-08-26,Photovoltaik,10.6
2021-08-26,Speicherkraft,96.5
2021-08-26,Thermische,9.5
2021-08-26,Wind,0.3
2021-08-27,Flusskraft,52.7
2021-08-27,Kernkraft,32.2
2021-08-27,Photovoltaik,11.0
2021-08-27,Speicherkraft,74.0
2021-08-27,Thermische,9.5
2021-08-27,Wind,0.3
2021-08-28,Flusskraft,45.7
2021-08-28,Kernkraft,32.3
2021-08-28,Photovoltaik,8.4
2021-08-28,Speicherkraft,38.2
2021-08-28,Thermische,9.5
2021-08-28,Wind,0.3
2021-08-29,Flusskraft,43.0
2021-08-29,Kernkraft,32.3
2021-08-29,Photovoltaik,6.6
2021-08-29,Speicherkraft,34.7
2021-08-29,Thermische,9.5
2021-08-29,Wind,0.2
2021-08-30,Flusskraft,47.8
2021-08-30,Kernkraft,32.2
2021-08-30,Photovoltaik,8.5
2021-08-30,Speicherkraft,101.8
2021-08-30,Thermische,9.5
2021-08-30,Wind,0.2
2021-08-31,Flusskraft,49.3
2021-08-31,Kernkraft,32.2
2021-08-31,Photovoltaik,9.9
2021-08-31,Speicherkraft,79.2
2021-08-31,Thermische,9.5
2021-08-31,Wind,0.3
2021-09-01,Flusskraft,50.3
2021-09-01,Kernkraft,32.1
2021-09-01,Photovoltaik,15.1
2021-09-01,Speicherkraft,65.0
2021-09-01,Thermische,8.5
2021-09-01,Wind,0.6
2021-09-02,Flusskraft,51.1
2021-09-02,Kernkraft,32.1
2021-09-02,Photovoltaik,15.0
2021-09-02,Speicherkraft,70.4
2021-09-02,Thermische,8.5
2021-09-02,Wind,0.2
2021-09-03,Flusskraft,52.8
2021-09-03,Kernkraft,32.0
2021-09-03,Photovoltaik,13.7
2021-09-03,Speicherkraft,83.2
2021-09-03,Thermische,8.5
2021-09-03,Wind,0.1
2021-09-04,Flusskraft,49.0
2021-09-04,Kernkraft,32.1
2021-09-04,Photovoltaik,13.8
2021-09-04,Speicherkraft,40.1
2021-09-04,Thermische,8.5
2021-09-04,Wind,0.1
2021-09-05,Flusskraft,45.7
2021-09-05,Kernkraft,31.9
2021-09-05,Photovoltaik,14.2
2021-09-05,Speicherkraft,33.5
2021-09-05,Thermische,8.5
2021-09-05,Wind,0.1
2021-09-06,Flusskraft,50.7
2021-09-06,Kernkraft,32.0
2021-09-06,Photovoltaik,14.2
2021-09-06,Speicherkraft,76.0
2021-09-06,Thermische,8.5
2021-09-06,Wind,0.1
2021-09-07,Flusskraft,53.2
2021-09-07,Kernkraft,32.0
2021-09-07,Photovoltaik,12.8
2021-09-07,Speicherkraft,73.2
2021-09-07,Thermische,8.5
2021-09-07,Wind,0.1
2021-09-08,Flusskraft,51.4
2021-09-08,Kernkraft,32.1
2021-09-08,Photovoltaik,13.5
2021-09-08,Speicherkraft,65.4
2021-09-08,Thermische,8.5
2021-09-08,Wind,0.2
2021-09-09,Flusskraft,52.8
2021-09-09,Kernkraft,32.0
2021-09-09,Photovoltaik,7.3
2021-09-09,Speicherkraft,74.4
2021-09-09,Thermische,8.5
2021-09-09,Wind,0.5
2021-09-10,Flusskraft,53.8
2021-09-10,Kernkraft,32.0
2021-09-10,Photovoltaik,6.4
2021-09-10,Speicherkraft,82.3
2021-09-10,Thermische,8.5
2021-09-10,Wind,0.3
2021-09-11,Flusskraft,47.4
2021-09-11,Kernkraft,32.0
2021-09-11,Photovoltaik,11.4
2021-09-11,Speicherkraft,34.8
2021-09-11,Thermische,8.5
2021-09-11,Wind,0.1
2021-09-12,Flusskraft,41.6
2021-09-12,Kernkraft,34.7
2021-09-12,Photovoltaik,11.2
2021-09-12,Speicherkraft,20.6
2021-09-12,Thermische,8.5
2021-09-12,Wind,0.1
2021-09-13,Flusskraft,47.1
2021-09-13,Kernkraft,39.8
2021-09-13,Photovoltaik,12.9
2021-09-13,Speicherkraft,73.8
2021-09-13,Thermische,8.5
2021-09-13,Wind,0.1
2021-09-14,Flusskraft,53.1
2021-09-14,Kernkraft,39.5
2021-09-14,Photovoltaik,9.6
2021-09-14,Speicherkraft,88.8
2021-09-14,Thermische,8.5
2021-09-14,Wind,0.3
2021-09-15,Flusskraft,55.1
2021-09-15,Kernkraft,39.9
2021-09-15,Photovoltaik,4.8
2021-09-15,Speicherkraft,93.1
2021-09-15,Thermische,8.5
2021-09-15,Wind,0.4
2021-09-16,Flusskraft,53.5
2021-09-16,Kernkraft,40.4
2021-09-16,Photovoltaik,5.8
2021-09-16,Speicherkraft,58.0
2021-09-16,Thermische,8.5
2021-09-16,Wind,0.1
2021-09-17,Flusskraft,51.6
2021-09-17,Kernkraft,40.6
2021-09-17,Photovoltaik,11.4
2021-09-17,Speicherkraft,52.6
2021-09-17,Thermische,8.5
2021-09-17,Wind,0.1
2021-09-18,Flusskraft,45.8
2021-09-18,Kernkraft,40.8
2021-09-18,Photovoltaik,12.4
2021-09-18,Speicherkraft,27.1
2021-09-18,Thermische,8.5
2021-09-18,Wind,0.1
2021-09-19,Flusskraft,66.8
2021-09-19,Kernkraft,41.0
2021-09-19,Photovoltaik,2.4
2021-09-19,Speicherkraft,4.6
2021-09-19,Thermische,8.5
2021-09-19,Wind,0.3
2021-09-20,Flusskraft,58.5
2021-09-20,Kernkraft,41.0
2021-09-20,Photovoltaik,4.8
2021-09-20,Speicherkraft,63.8
2021-09-20,Thermische,8.5
2021-09-20,Wind,0.1
2021-09-21,Flusskraft,50.1
2021-09-21,Kernkraft,41.1
2021-09-21,Photovoltaik,11.3
2021-09-21,Speicherkraft,52.8
2021-09-21,Thermische,8.5
2021-09-21,Wind,0.2
2021-09-22,Flusskraft,46.1
2021-09-22,Kernkraft,41.1
2021-09-22,Photovoltaik,10.7
2021-09-22,Speicherkraft,61.2
2021-09-22,Thermische,8.5
2021-09-22,Wind,0.5
2021-09-23,Flusskraft,42.5
2021-09-23,Kernkraft,41.0
2021-09-23,Photovoltaik,11.3
2021-09-23,Speicherkraft,53.5
2021-09-23,Thermische,8.5
2021-09-23,Wind,0.3
2021-09-24,Flusskraft,40.0
2021-09-24,Kernkraft,41.0
2021-09-24,Photovoltaik,12.1
2021-09-24,Speicherkraft,59.6
2021-09-24,Thermische,8.5
2021-09-24,Wind,0.2
2021-09-25,Flusskraft,37.0
2021-09-25,Kernkraft,40.9
2021-09-25,Photovoltaik,9.8
2021-09-25,Speicherkraft,46.7
2021-09-25,Thermische,8.5
2021-09-25,Wind,0.2
2021-09-26,Flusskraft,33.8
2021-09-26,Kernkraft,40.8
2021-09-26,Photovoltaik,5.3
2021-09-26,Speicherkraft,24.0
2021-09-26,Thermische,8.5
2021-09-26,Wind,0.4
2021-09-27,Flusskraft,34.0
2021-09-27,Kernkraft,40.8
2021-09-27,Photovoltaik,9.2
2021-09-27,Speicherkraft,50.7
2021-09-27,Thermische,8.5
2021-09-27,Wind,0.2
2021-09-28,Flusskraft,35.8
2021-09-28,Kernkraft,40.7
2021-09-28,Photovoltaik,7.8
2021-09-28,Speicherkraft,59.5
2021-09-28,Thermische,8.5
2021-09-28,Wind,0.2
2021-09-29,Flusskraft,36.1
2021-09-29,Kernkraft,40.8
2021-09-29,Photovoltaik,8.7
2021-09-29,Speicherkraft,42.0
2021-09-29,Thermische,8.5
2021-09-29,Wind,0.7
2021-09-30,Flusskraft,33.2
2021-09-30,Kernkraft,40.9
2021-09-30,Photovoltaik,12.0
2021-09-30,Speicherkraft,52.4
2021-09-30,Thermische,8.5
2021-09-30,Wind,0.1
2021-10-01,Flusskraft,31.9
2021-10-01,Kernkraft,40.9
2021-10-01,Photovoltaik,11.4
2021-10-01,Speicherkraft,40.3
2021-10-01,Thermische,10.5
2021-10-01,Wind,0.4
2021-10-02,Flusskraft,29.4
2021-10-02,Kernkraft,40.8
2021-10-02,Photovoltaik,10.1
2021-10-02,Speicherkraft,15.2
2021-10-02,Thermische,10.5
2021-10-02,Wind,0.8
2021-10-03,Flusskraft,33.4
2021-10-03,Kernkraft,40.8
2021-10-03,Photovoltaik,4.7
2021-10-03,Speicherkraft,12.9
2021-10-03,Thermische,10.5
2021-10-03,Wind,1.2
2021-10-04,Flusskraft,55.6
2021-10-04,Kernkraft,41.0
2021-10-04,Photovoltaik,3.1
2021-10-04,Speicherkraft,42.8
2021-10-04,Thermische,10.5
2021-10-04,Wind,0.2
2021-10-05,Flusskraft,64.7
2021-10-05,Kernkraft,40.9
2021-10-05,Photovoltaik,4.6
2021-10-05,Speicherkraft,41.9
2021-10-05,Thermische,10.5
2021-10-05,Wind,0.5
2021-10-06,Flusskraft,55.8
2021-10-06,Kernkraft,41.0
2021-10-06,Photovoltaik,6.7
2021-10-06,Speicherkraft,60.0
2021-10-06,Thermische,10.5
2021-10-06,Wind,0.6
2021-10-07,Flusskraft,45.9
2021-10-07,Kernkraft,41.0
2021-10-07,Photovoltaik,7.2
2021-10-07,Speicherkraft,85.6
2021-10-07,Thermische,10.5
2021-10-07,Wind,0.4
2021-10-08,Flusskraft,39.0
2021-10-08,Kernkraft,41.1
2021-10-08,Photovoltaik,6.0
2021-10-08,Speicherkraft,63.1
2021-10-08,Thermische,10.5
2021-10-08,Wind,0.9
2021-10-09,Flusskraft,31.9
2021-10-09,Kernkraft,41.1
2021-10-09,Photovoltaik,5.9
2021-10-09,Speicherkraft,30.8
2021-10-09,Thermische,10.5
2021-10-09,Wind,0.5
2021-10-10,Flusskraft,29.6
2021-10-10,Kernkraft,41.2
2021-10-10,Photovoltaik,7.8
2021-10-10,Speicherkraft,25.0
2021-10-10,Thermische,10.5
2021-10-10,Wind,0.4
2021-10-11,Flusskraft,30.6
2021-10-11,Kernkraft,41.2
2021-10-11,Photovoltaik,9.4
2021-10-11,Speicherkraft,54.2
2021-10-11,Thermische,10.5
2021-10-11,Wind,0.2
2021-10-12,Flusskraft,30.2
2021-10-12,Kernkraft,41.2
2021-10-12,Photovoltaik,5.4
2021-10-12,Speicherkraft,54.3
2021-10-12,Thermische,10.5
2021-10-12,Wind,0.2
2021-10-13,Flusskraft,30.9
2021-10-13,Kernkraft,41.2
2021-10-13,Photovoltaik,7.9
2021-10-13,Speicherkraft,58.3
2021-10-13,Thermische,10.5
2021-10-13,Wind,0.3
2021-10-14,Flusskraft,30.9
2021-10-14,Kernkraft,41.3
2021-10-14,Photovoltaik,10.1
2021-10-14,Speicherkraft,58.5
2021-10-14,Thermische,10.5
2021-10-14,Wind,0.3
2021-10-15,Flusskraft,30.4
2021-10-15,Kernkraft,41.2
2021-10-15,Photovoltaik,9.3
2021-10-15,Speicherkraft,68.0
2021-10-15,Thermische,10.5
2021-10-15,Wind,0.2
2021-10-16,Flusskraft,26.3
2021-10-16,Kernkraft,41.2
2021-10-16,Photovoltaik,9.1
2021-10-16,Speicherkraft,35.4
2021-10-16,Thermische,10.5
2021-10-16,Wind,0.1
2021-10-17,Flusskraft,25.1
2021-10-17,Kernkraft,41.2
2021-10-17,Photovoltaik,8.1
2021-10-17,Speicherkraft,22.5
2021-10-17,Thermische,10.5
2021-10-17,Wind,0.2
2021-10-18,Flusskraft,27.7
2021-10-18,Kernkraft,41.2
2021-10-18,Photovoltaik,8.7
2021-10-18,Speicherkraft,51.2
2021-10-18,Thermische,10.5
2021-10-18,Wind,0.1
2021-10-19,Flusskraft,28.2
2021-10-19,Kernkraft,41.1
2021-10-19,Photovoltaik,5.3
2021-10-19,Speicherkraft,53.7
2021-10-19,Thermische,10.5
2021-10-19,Wind,0.3
2021-10-20,Flusskraft,28.2
2021-10-20,Kernkraft,41.0
2021-10-20,Photovoltaik,6.4
2021-10-20,Speicherkraft,51.6
2021-10-20,Thermische,10.5
2021-10-20,Wind,1.2
2021-10-21,Flusskraft,31.0
2021-10-21,Kernkraft,41.0
2021-10-21,Photovoltaik,7.2
2021-10-21,Speicherkraft,56.2
2021-10-21,Thermische,10.5
2021-10-21,Wind,1.1
2021-10-22,Flusskraft,31.1
2021-10-22,Kernkraft,41.2
2021-10-22,Photovoltaik,5.1
2021-10-22,Speicherkraft,67.9
2021-10-22,Thermische,10.5
2021-10-22,Wind,0.3
2021-10-23,Flusskraft,28.0
2021-10-23,Kernkraft,41.3
2021-10-23,Photovoltaik,9.1
2021-10-23,Speicherkraft,37.8
2021-10-23,Thermische,10.5
2021-10-23,Wind,0.5
2021-10-24,Flusskraft,24.7
2021-10-24,Kernkraft,41.4
2021-10-24,Photovoltaik,8.5
2021-10-24,Speicherkraft,20.0
2021-10-24,Thermische,10.5
2021-10-24,Wind,0.3
2021-10-25,Flusskraft,25.4
2021-10-25,Kernkraft,41.3
2021-10-25,Photovoltaik,7.3
2021-10-25,Speicherkraft,64.0
2021-10-25,Thermische,10.5
2021-10-25,Wind,0.1
2021-10-26,Flusskraft,27.3
2021-10-26,Kernkraft,41.2
2021-10-26,Photovoltaik,5.3
2021-10-26,Speicherkraft,57.2
2021-10-26,Thermische,10.5
2021-10-26,Wind,0.1
2021-10-27,Flusskraft,26.5
2021-10-27,Kernkraft,41.2
2021-10-27,Photovoltaik,6.1
2021-10-27,Speicherkraft,51.4
2021-10-27,Thermische,10.5
2021-10-27,Wind,0.3
2021-10-28,Flusskraft,24.9
2021-10-28,Kernkraft,41.2
2021-10-28,Photovoltaik,6.4
2021-10-28,Speicherkraft,40.5
2021-10-28,Thermische,10.5
2021-10-28,Wind,0.3
2021-10-29,Flusskraft,23.7
2021-10-29,Kernkraft,41.3
2021-10-29,Photovoltaik,5.4
2021-10-29,Speicherkraft,41.8
2021-10-29,Thermische,10.5
2021-10-29,Wind,0.2
2021-10-30,Flusskraft,22.1
2021-10-30,Kernkraft,41.3
2021-10-30,Photovoltaik,1.8
2021-10-30,Speicherkraft,25.9
2021-10-30,Thermische,10.5
2021-10-30,Wind,0.9
2021-10-31,Flusskraft,22.4
2021-10-31,Kernkraft,41.2
2021-10-31,Photovoltaik,6.0
2021-10-31,Speicherkraft,19.8
2021-10-31,Thermische,10.5
2021-10-31,Wind,0.7
2021-11-01,Flusskraft,24.4
2021-11-01,Kernkraft,41.2
2021-11-01,Photovoltaik,1.8
2021-11-01,Speicherkraft,24.5
2021-11-01,Thermische,11.9
2021-11-01,Wind,0.5
2021-11-02,Flusskraft,24.1
2021-11-02,Kernkraft,41.2
2021-11-02,Photovoltaik,4.7
2021-11-02,Speicherkraft,70.9
2021-11-02,Thermische,11.9
2021-11-02,Wind,0.6
2021-11-03,Flusskraft,27.3
2021-11-03,Kernkraft,41.4
2021-11-03,Photovoltaik,1.8
2021-11-03,Speicherkraft,76.7
2021-11-03,Thermische,11.9
2021-11-03,Wind,0.5
2021-11-04,Flusskraft,27.1
2021-11-04,Kernkraft,41.3
2021-11-04,Photovoltaik,3.2
2021-11-04,Speicherkraft,56.1
2021-11-04,Thermische,11.9
2021-11-04,Wind,0.4
2021-11-05,Flusskraft,24.3
2021-11-05,Kernkraft,41.3
2021-11-05,Photovoltaik,4.8
2021-11-05,Speicherkraft,80.0
2021-11-05,Thermische,11.9
2021-11-05,Wind,0.1
2021-11-06,Flusskraft,21.9
2021-11-06,Kernkraft,41.3
2021-11-06,Photovoltaik,6.3
2021-11-06,Speicherkraft,35.8
2021-11-06,Thermische,11.9
2021-11-06,Wind,0.2
2021-11-07,Flusskraft,20.9
2021-11-07,Kernkraft,41.3
2021-11-07,Photovoltaik,6.7
2021-11-07,Speicherkraft,30.3
2021-11-07,Thermische,11.9
2021-11-07,Wind,0.1
2021-11-08,Flusskraft,25.7
2021-11-08,Kernkraft,41.3
2021-11-08,Photovoltaik,4.3
2021-11-08,Speicherkraft,83.9
2021-11-08,Thermische,11.9
2021-11-08,Wind,0.3
2021-11-09,Flusskraft,27.1
2021-11-09,Kernkraft,41.3
2021-11-09,Photovoltaik,4.7
2021-11-09,Speicherkraft,77.3
2021-11-09,Thermische,11.9
2021-11-09,Wind,0.6
2021-11-10,Flusskraft,28.0
2021-11-10,Kernkraft,41.3
2021-11-10,Photovoltaik,3.0
2021-11-10,Speicherkraft,100.4
2021-11-10,Thermische,11.9
2021-11-10,Wind,0.2
2021-11-11,Flusskraft,28.8
2021-11-11,Kernkraft,41.3
2021-11-11,Photovoltaik,4.9
2021-11-11,Speicherkraft,81.2
2021-11-11,Thermische,11.9
2021-11-11,Wind,0.1
2021-11-12,Flusskraft,29.1
2021-11-12,Kernkraft,28.4
2021-11-12,Photovoltaik,3.5
2021-11-12,Speicherkraft,93.2
2021-11-12,Thermische,11.9
2021-11-12,Wind,0.1
2021-11-13,Flusskraft,25.5
2021-11-13,Kernkraft,41.4
2021-11-13,Photovoltaik,1.5
2021-11-13,Speicherkraft,38.0
2021-11-13,Thermische,11.9
2021-11-13,Wind,0.3
2021-11-14,Flusskraft,23.9
2021-11-14,Kernkraft,41.5
2021-11-14,Photovoltaik,2.2
2021-11-14,Speicherkraft,27.6
2021-11-14,Thermische,11.9
2021-11-14,Wind,0.1
2021-11-15,Flusskraft,27.9
2021-11-15,Kernkraft,41.5
2021-11-15,Photovoltaik,1.4
2021-11-15,Speicherkraft,113.6
2021-11-15,Thermische,11.9
2021-11-15,Wind,0.2
2021-11-16,Flusskraft,28.2
2021-11-16,Kernkraft,41.3
2021-11-16,Photovoltaik,1.0
2021-11-16,Speicherkraft,105.0
2021-11-16,Thermische,11.9
2021-11-16,Wind,0.0
2021-11-17,Flusskraft,27.5
2021-11-17,Kernkraft,41.3
2021-11-17,Photovoltaik,1.2
2021-11-17,Speicherkraft,79.3
2021-11-17,Thermische,11.9
2021-11-17,Wind,0.1
2021-11-18,Flusskraft,26.8
2021-11-18,Kernkraft,41.3
2021-11-18,Photovoltaik,4.5
2021-11-18,Speicherkraft,79.6
2021-11-18,Thermische,11.9
2021-11-18,Wind,0.1
2021-11-19,Flusskraft,26.1
2021-11-19,Kernkraft,41.4
2021-11-19,Photovoltaik,3.5
2021-11-19,Speicherkraft,72.8
2021-11-19,Thermische,11.9
2021-11-19,Wind,0.2
2021-11-20,Flusskraft,23.6
2021-11-20,Kernkraft,41.4
2021-11-20,Photovoltaik,2.4
2021-11-20,Speicherkraft,42.8
2021-11-20,Thermische,11.9
2021-11-20,Wind,0.2
2021-11-21,Flusskraft,22.9
2021-11-21,Kernkraft,41.4
2021-11-21,Photovoltaik,3.2
2021-11-21,Speicherkraft,31.4
2021-11-21,Thermische,11.9
2021-11-21,Wind,0.3
2021-11-22,Flusskraft,25.8
2021-11-22,Kernkraft,41.3
2021-11-22,Photovoltaik,1.0
2021-11-22,Speicherkraft,81.4
2021-11-22,Thermische,11.9
2021-11-22,Wind,0.3
2021-11-23,Flusskraft,28.3
2021-11-23,Kernkraft,41.3
2021-11-23,Photovoltaik,1.4
2021-11-23,Speicherkraft,94.1
2021-11-23,Thermische,11.9
2021-11-23,Wind,0.6
2021-11-24,Flusskraft,28.5
2021-11-24,Kernkraft,41.4
2021-11-24,Photovoltaik,2.0
2021-11-24,Speicherkraft,103.6
2021-11-24,Thermische,11.9
2021-11-24,Wind,0.2
2021-11-25,Flusskraft,28.0
2021-11-25,Kernkraft,41.3
2021-11-25,Photovoltaik,1.1
2021-11-25,Speicherkraft,104.1
2021-11-25,Thermische,11.9
2021-11-25,Wind,0.1
2021-11-26,Flusskraft,25.9
2021-11-26,Kernkraft,41.3
2021-11-26,Photovoltaik,0.9
2021-11-26,Speicherkraft,69.2
2021-11-26,Thermische,11.9
2021-11-26,Wind,0.3
2021-11-27,Flusskraft,21.4
2021-11-27,Kernkraft,41.3
2021-11-27,Photovoltaik,1.8
2021-11-27,Speicherkraft,28.9
2021-11-27,Thermische,11.9
2021-11-27,Wind,0.7
2021-11-28,Flusskraft,21.4
2021-11-28,Kernkraft,41.4
