DateTime,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2026-01-30 12:00:00,578.78,901.799987,1303.3,1962.55,321.67279,30.25559
2026-01-30 13:00:00,552.12,894.900024,1158.2,1962.82,303.067413,28.476766
2026-01-30 14:00:00,858.6,888.099975,1024.0,1962.72,232.583007,18.921077
2026-01-30 15:00:00,1228.92,881.299987,1390.2,1961.58,105.534973,19.0053
2026-01-30 16:00:00,1776.32,874.599975,2131.68,1962.08,8.563849,16.809831
2026-01-30 17:00:00,1926.58,867.900024,2025.38,1962.3,0.505501,16.555469
2026-01-30 18:00:00,1605.15,861.299987,1873.62,1961.9,0.217229,22.068147
2026-01-30 19:00:00,977.55,854.799987,1256.05,1961.98,0.042167,18.613256
2026-01-30 20:00:00,239.92,848.299987,731.55,1962.42,0,27.833255
2026-01-30 21:00:00,185.22,841.799987,746.08,1963.78,0,32.118167
2026-01-30 22:00:00,146.92,835.5,652.98,1963.3,0,25.970369
2026-01-30 23:00:00,45.82,839.5,515.35,1963.38,0,15.662268
2026-01-31 00:00:00,35.48,833.0,429.52,1963.35,0,11.097005
2026-01-31 01:00:00,33.92,826.599975,241.72,1963.1,0,7.964833
2026-01-31 02:00:00,35.0,820.200012,292.8,1963.75,0,8.112751
2026-01-31 03:00:00,46.15,813.900024,260.98,1963.28,0,6.176631
2026-01-31 04:00:00,48.6,807.700012,246.82,1961.18,0,4.843595
2026-01-31 05:00:00,41.58,801.5,375.25,1961.05,0,4.086911
2026-01-31 06:00:00,486.65,795.400024,800.1,1961.68,0.12325,3.632968
2026-01-31 07:00:00,534.18,789.299987,751.6,1962.1,41.469142,3.22753
2026-01-31 08:00:00,407.65,783.400024,850.08,1961.48,185.990509,3.195883
2026-01-31 09:00:00,150.08,777.5,460.08,1962.2,365.225158,3.664742
2026-01-31 10:00:00,137.68,771.700012,176.3,1962.58,504.541778,3.078063
2026-01-31 11:00:00,67.3,766.099975,171.58,1962.78,568.813964,0.894508
2026-01-31 12:00:00,63.32,760.5,225.28,1963.5,551.697326,1.485236
2026-01-31 13:00:00,56.9,755.0,210.28,1962.9,442.952575,2.937952
2026-01-31 14:00:00,78.75,749.700012,341.25,1963.05,268.797424,3.562285
2026-01-31 15:00:00,108.08,744.5,640.38,1963.45,91.283874,3.764228
2026-01-31 16:00:00,535.82,739.5,857.68,1961.82,6.875366,3.171442
2026-01-31 17:00:00,689.3,734.599975,946.55,1962.92,1.079701,2.967036
2026-01-31 18:00:00,609.28,730.0,916.05,1963.15,0.62248,2.436129
2026-01-31 19:00:00,367.3,725.5,656.68,1963.28,0.323879,1.924947
2026-01-31 20:00:00,88.48,721.299987,463.45,1964.25,0.165452,2.290725
2026-01-31 21:00:00,45.88,717.299987,305.52,1965.15,0.054765,2.425954
2026-01-31 22:00:00,94.9,713.5,359.58,1965.58,0.017249,2.52061
2026-01-31 23:00:00,59.5,684.400024,277.2,1965.38,0,3.001564
